mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_max_depth,params,split0_test_score,split1_test_score,split2_test_score,mean_test_score,std_test_score,rank_test_score
0.004159450531005859,0.0030162851158926393,0.0011010169982910156,0.000922701032036799,1,{'max_depth': 1},-0.31036834924965895,-0.326962457337884,-0.3194539249146758,-0.31892824383407287,0.006784706393048104,2
0.005427837371826172,0.004797231137316523,0.0032289822896321616,0.0022932365059324805,2,{'max_depth': 2},-0.31036834924965895,-0.326962457337884,-0.3194539249146758,-0.31892824383407287,0.006784706393048104,2
0.00804297129313151,0.009102680432122725,0.0010322729746500652,0.0008245832242806426,3,{'max_depth': 3},-0.31105047748976805,-0.32150170648464166,-0.3194539249146758,-0.31733536962969516,0.004522038938905117,1
0.0026216506958007812,0.0005773732409980127,0.0018316109975179036,0.00042612278728183025,4,{'max_depth': 4},-0.3117326057298772,-0.3221843003412969,-0.3249146757679181,-0.3196105272796974,0.005680960802036649,4
