mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_max_depth,params,split0_test_score,split1_test_score,split2_test_score,mean_test_score,std_test_score,rank_test_score
0.005860487620035808,0.0038557009825754946,0.0025376478830973306,0.0018088956580005141,1,{'max_depth': 1},-0.31923601637107774,-0.30921501706484644,-0.3290102389078498,-0.3191537574479246,0.008081574799144784,3
0.005905866622924805,0.0014058783428537126,0.005076487859090169,0.0007378440484521962,2,{'max_depth': 2},-0.31923601637107774,-0.30921501706484644,-0.3290102389078498,-0.3191537574479246,0.008081574799144784,3
0.004737695058186849,0.003350157859833387,0.0049466292063395185,0.0044927828595127004,3,{'max_depth': 3},-0.31923601637107774,-0.30921501706484644,-0.3235494880546075,-0.31733350716351055,0.006004660445727892,1
0.006978034973144531,0.003053852587975606,0.0027979214986165366,0.0011274751557179949,4,{'max_depth': 4},-0.31923601637107774,-0.30921501706484644,-0.3235494880546075,-0.31733350716351055,0.006004660445727892,1
